Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV02448,C00564,"P00023,P00265,P00483",24/04/2025,TKO
INV02449,C00336,P00512,24/06/2024,MK
INV02450,C00990,"P00383,P00480,P00270,P00216,P00174,P00265",30/04/2025,ST
INV02451,C00151,P00112,03/11/2024,MK
INV02452,C00147,P00514,19/11/2024,ST
INV02453,C00752,"P00529,P00123,P00065,P00509,P00035",22/02/2025,MK
INV02454,C01286,"P00546,P00393",05/04/2024,MK
INV02455,C01045,"P00383,P00480,P00270,P00216",30/11/2025,CYB
INV02456,C00955,"P00383,P00480,P00270,P00216,P00467,P00059",27/10/2025,MK
INV02457,C00279,P00163,27/07/2025,MK
INV02458,C01216,"P00182,P00330,P00388,P00260",27/05/2025,MK
INV02459,C00650,P00190,11/12/2025,MK
INV02460,C00506,P00121,24/09/2024,TKO
INV02461,C00550,"P00075,P00334,P00065",02/04/2025,TKO
INV02462,C01122,P00086,14/02/2025,ST
INV02463,C00539,"P00383,P00480,P00270,P00216,P00126,P00405",17/01/2025,CYB
INV02464,C00344,"P00213,P00268",02/11/2025,ST
INV02465,C00422,P00517,16/12/2025,MK
INV02466,C01070,"P00383,P00480,P00270,P00216,P00177",01/06/2024,ST
INV02467,C01274,"P00032,P00269,P00523,P00433",01/12/2025,ST
INV02468,C00506,"P00485,P00401,P00011",18/03/2024,MK
INV02469,C00174,"P00357,P00339,P00468",26/05/2025,CYB
INV02470,C00045,"P00320,P00477,P00228,P00430,P00536",30/07/2025,CYB
INV02471,C00116,"P00343,P00501",11/01/2025,MK
INV02472,C01144,"P00383,P00480,P00270,P00216,P00351",06/05/2024,MK
INV02473,C01461,"P00461,P00440,P00174,P00325",09/07/2025,CYB
INV02474,C00906,"P00383,P00480,P00270,P00216,P00376,P00265",06/07/2025,CYB
INV02475,C00942,"P00383,P00163,P00092,P00169,P00446",10/05/2025,TKO
INV02476,C01469,"P00073,P00401",02/05/2024,MK
INV02477,C01070,"P00383,P00480,P00270,P00216",04/04/2024,MK
INV02478,C01351,"P00383,P00480,P00270,P00216",26/10/2025,CYB
INV02479,C00035,"P00127,P00356,P00180,P00309,P00535",30/04/2024,TKO
INV02480,C00932,"P00383,P00480,P00270,P00216,P00046,P00019",30/07/2024,MK
INV02481,C00604,"P00077,P00079,P00466,P00479,P00542",26/03/2025,MK
INV02482,C00914,"P00222,P00534,P00060",23/03/2025,MK
INV02483,C01112,"P00383,P00480,P00270,P00216,P00301",12/03/2025,TKO
INV02484,C00763,"P00383,P00480,P00270,P00216",31/01/2025,CYB
INV02485,C00106,P00219,28/04/2025,ST
INV02486,C00756,"P00167,P00027,P00076,P00052",17/11/2024,TKO
INV02487,C00039,"P00327,P00501",08/02/2025,TKO
INV02488,C00164,"P00313,P00388,P00172",24/03/2025,CYB
INV02489,C01316,"P00384,P00136,P00251",26/08/2024,ST
INV02490,C00858,"P00383,P00480,P00270,P00216,P00427,P00196",06/10/2024,MK
INV02491,C00620,"P00363,P00294,P00040,P00467",02/11/2024,MK
INV02492,C00908,"P00383,P00480,P00270,P00216,P00030,P00135",25/03/2025,ST
INV02493,C00234,"P00199,P00548,P00085,P00151",20/03/2024,CYB
INV02494,C00375,"P00383,P00480,P00270,P00216",05/06/2025,CYB
INV02495,C00555,"P00107,P00227,P00001",31/05/2024,ST
INV02496,C00667,"P00097,P00045,P00387",21/05/2024,MK
INV02497,C00322,"P00340,P00029,P00046",09/07/2024,ST
INV02498,C01073,"P00383,P00480,P00270,P00216,P00068,P00282",05/06/2024,MK
INV02499,C00671,"P00383,P00480,P00270,P00216,P00166,P00162",10/08/2024,MK
INV02500,C00245,P00234,11/04/2025,MK
INV02501,C01460,"P00180,P00344,P00346",23/11/2025,TKO
INV02502,C00623,"P00070,P00027,P00518,P00482,P00130",22/04/2025,MK
INV02503,C01328,"P00464,P00444",27/11/2024,CYB
INV02504,C00873,P00401,24/03/2024,MK
INV02505,C01453,"P00383,P00480,P00270,P00216",16/11/2024,CYB
INV02506,C00609,P00136,28/10/2024,CYB
INV02507,C00634,"P00383,P00480,P00270,P00216,P00435,P00267",16/07/2024,MK
INV02508,C00923,"P00383,P00480,P00270,P00216",15/05/2024,MK
INV02509,C00836,"P00383,P00480,P00270,P00216,P00256,P00291",29/03/2024,CYB
INV02510,C00333,P00009,01/01/2024,MK
INV02511,C00209,"P00059,P00547,P00131,P00181",29/07/2024,MK
INV02512,C00429,P00254,23/05/2024,ST
INV02513,C00952,"P00344,P00164",07/06/2024,ST
INV02514,C00500,"P00398,P00234,P00193,P00036,P00197",03/02/2024,TKO
INV02515,C01190,"P00383,P00480,P00270,P00216",07/12/2025,CYB
INV02516,C01040,"P00343,P00122,P00022,P00438",05/08/2025,MK
INV02517,C01347,P00444,29/12/2025,ST
INV02518,C01146,P00536,26/02/2024,TKO
INV02519,C01196,P00164,20/12/2024,MK
INV02520,C00602,"P00383,P00480,P00270,P00216,P00001",03/10/2025,MK
INV02521,C00089,"P00383,P00480,P00270,P00216",06/03/2024,CYB
INV02522,C00037,"P00383,P00480,P00270,P00216,P00435",28/06/2025,MK
INV02523,C01289,"P00383,P00480,P00270,P00216,P00447,P00484",01/07/2024,MK
INV02524,C00551,"P00407,P00342,P00400",03/11/2025,CYB
INV02525,C00819,"P00242,P00485",10/03/2025,MK
INV02526,C01190,"P00145,P00031,P00269,P00090,P00351",16/03/2024,TKO
INV02527,C00066,"P00383,P00480,P00270,P00216",28/11/2024,TKO
INV02528,C01281,"P00383,P00480,P00270,P00216,P00299",18/01/2024,CYB
INV02529,C00959,"P00151,P00221,P00068,P00089",11/03/2025,ST
INV02530,C01230,P00235,25/10/2024,CYB
INV02531,C00390,"P00262,P00485,P00073,P00112",11/10/2025,MK
INV02532,C01474,"P00038,P00390",25/10/2025,MK
INV02533,C00053,"P00016,P00257,P00519,P00066",14/04/2024,CYB
INV02534,C01067,"P00059,P00024,P00328",07/01/2024,TKO
INV02535,C00162,"P00383,P00480,P00270,P00216",13/03/2024,ST
INV02536,C00717,"P00344,P00160,P00098,P00232",10/12/2025,ST
INV02537,C00075,"P00134,P00155,P00233,P00055,P00441",02/06/2024,TKO
INV02538,C00046,"P00069,P00170,P00362",16/07/2025,MK
INV02539,C00588,"P00392,P00473,P00088",21/07/2025,MK
INV02540,C00773,"P00423,P00221,P00072",04/12/2024,MK
INV02541,C00814,"P00495,P00039,P00262,P00022,P00487",01/05/2024,MK
INV02542,C00739,"P00383,P00480,P00270,P00216,P00511,P00062",29/09/2024,MK
INV02543,C00559,"P00383,P00480,P00270,P00216,P00277",06/03/2024,CYB
INV02544,C01169,P00059,19/01/2024,MK
INV02545,C00527,"P00210,P00195",06/10/2024,CYB
INV02546,C00025,P00128,01/05/2024,MK
INV02547,C01343,"P00422,P00411",03/05/2025,ST
INV02548,C00294,"P00383,P00480,P00270,P00216,P00098,P00069",19/12/2025,MK
INV02549,C01420,"P00401,P00238,P00027,P00462,P00279",23/12/2025,MK
INV02550,C01335,"P00535,P00017,P00036,P00160",21/08/2025,CYB
INV02551,C00600,"P00395,P00135,P00065",14/01/2024,MK
INV02552,C01050,"P00456,P00251",17/08/2025,CYB
INV02553,C00314,P00253,06/04/2024,MK
INV02554,C00849,"P00383,P00480,P00270,P00216,P00388",07/05/2024,MK
INV02555,C01006,"P00383,P00480,P00270,P00216,P00011,P00037",22/06/2025,ST
INV02556,C00178,"P00053,P00154,P00326,P00177,P00160",17/12/2025,MK
INV02557,C00615,"P00383,P00480,P00270,P00216,P00348,P00027",23/12/2024,CYB
INV02558,C00386,"P00317,P00152,P00015,P00143,P00484",05/05/2024,MK
INV02559,C00389,"P00035,P00418,P00530,P00443",02/03/2024,CYB
INV02560,C00469,"P00184,P00013,P00153,P00332",24/10/2024,CYB
INV02561,C01390,"P00383,P00480,P00270,P00216",17/07/2025,MK
INV02562,C01050,"P00176,P00164,P00102,P00350",29/11/2025,CYB
INV02563,C00040,"P00383,P00480,P00270,P00216,P00376",10/12/2024,CYB
INV02564,C00670,"P00132,P00063,P00094,P00396,P00103",10/08/2024,MK
INV02565,C00798,P00351,03/11/2024,ST
INV02566,C01253,"P00364,P00223,P00507,P00415,P00340",20/09/2025,TKO
INV02567,C01250,"P00116,P00163,P00083,P00244,P00206",28/01/2025,ST
INV02568,C00726,"P00441,P00195",24/11/2025,ST
INV02569,C01222,"P00183,P00526,P00148",27/07/2025,MK
INV02570,C00061,"P00425,P00400,P00039,P00328",25/01/2025,ST
INV02571,C01465,"P00509,P00500,P00506",28/02/2025,CYB
INV02572,C01159,"P00383,P00480,P00270,P00216,P00115,P00257",14/05/2025,CYB
INV02573,C01161,"P00383,P00480,P00270,P00216",11/08/2024,MK
INV02574,C00481,"P00507,P00387",25/03/2025,ST
INV02575,C00990,"P00395,P00431,P00373",17/12/2025,ST
INV02576,C00740,P00224,31/08/2024,MK
INV02577,C00320,"P00426,P00546,P00345,P00409",01/06/2024,MK
INV02578,C00892,"P00383,P00480,P00270,P00216,P00055",12/09/2025,ST
INV02579,C01218,"P00359,P00537,P00469,P00523",03/12/2024,MK
INV02580,C01234,"P00242,P00429,P00199",23/04/2024,MK
INV02581,C00288,"P00383,P00480,P00270,P00216",05/12/2024,MK
INV02582,C00498,"P00337,P00448,P00518",31/10/2025,CYB
INV02583,C01495,"P00024,P00056,P00411",13/08/2024,MK
INV02584,C00139,"P00332,P00196,P00213",11/06/2024,MK
INV02585,C00322,"P00096,P00272",08/08/2024,MK
INV02586,C01107,"P00443,P00273,P00297,P00125",05/09/2025,MK
INV02587,C00558,"P00448,P00506,P00055",08/04/2025,MK
INV02588,C01021,"P00210,P00165,P00412",10/05/2024,MK
INV02589,C00130,"P00383,P00480,P00270,P00216",15/09/2024,CYB
INV02590,C01006,P00388,10/11/2024,ST
INV02591,C01345,"P00383,P00480,P00270,P00216,P00466",04/09/2025,CYB
INV02592,C01163,"P00294,P00054,P00165,P00193",07/04/2024,MK
INV02593,C00025,P00178,08/04/2025,ST
INV02594,C01340,"P00383,P00480,P00270,P00216,P00191,P00408",12/09/2024,MK
INV02595,C00264,"P00231,P00356",21/10/2024,MK
INV02596,C00047,"P00036,P00176,P00471,P00351",13/12/2024,CYB
INV02597,C00690,"P00383,P00480,P00270,P00216,P00089",03/01/2025,TKO
INV02598,C00292,"P00383,P00480,P00270,P00216",06/12/2024,ST
INV02599,C00330,P00321,29/05/2024,CYB
INV02600,C01204,"P00275,P00421,P00505,P00467,P00075",10/11/2024,ST
INV02601,C01003,"P00520,P00308,P00034,P00326,P00145",14/07/2024,MK
INV02602,C00325,"P00288,P00158,P00093",29/09/2025,TKO
INV02603,C01265,"P00239,P00541,P00148,P00479",21/02/2024,TKO
INV02604,C01155,"P00383,P00480,P00270,P00216",28/08/2025,ST
INV02605,C00169,"P00108,P00283",08/05/2024,CYB
INV02606,C00551,"P00211,P00546,P00175,P00544,P00014",25/07/2025,CYB
INV02607,C00386,"P00065,P00218",27/11/2024,ST
INV02608,C01245,"P00372,P00036,P00361,P00157",11/04/2024,MK
INV02609,C00179,"P00432,P00540,P00039",21/04/2025,MK
INV02610,C01126,"P00383,P00480,P00270,P00216",10/09/2025,ST
INV02611,C00078,"P00383,P00480,P00270,P00216,P00095",18/08/2024,MK
INV02612,C00234,"P00507,P00443,P00200,P00346,P00214",18/10/2024,MK
INV02613,C00310,"P00311,P00384,P00509,P00514",06/11/2025,CYB
INV02614,C00055,"P00383,P00480,P00270,P00216",08/08/2025,CYB
INV02615,C00877,"P00072,P00150",27/08/2025,MK
INV02616,C00431,P00160,02/01/2025,CYB
INV02617,C00368,"P00250,P00075,P00123,P00503,P00140",17/06/2024,MK
INV02618,C01455,"P00383,P00480,P00270,P00216",24/12/2025,ST
INV02619,C00052,"P00470,P00431,P00480,P00492",30/03/2025,TKO
INV02620,C01331,"P00055,P00394",05/10/2024,TKO
INV02621,C00567,"P00383,P00480,P00270,P00216,P00362,P00424",22/08/2024,TKO
INV02622,C01215,P00247,02/08/2024,CYB
INV02623,C00016,"P00076,P00471",27/12/2024,ST
INV02624,C00728,P00468,27/03/2025,MK
INV02625,C00926,P00506,03/05/2024,MK
INV02626,C00059,"P00091,P00184,P00335,P00528",15/06/2024,MK
INV02627,C01101,"P00221,P00282,P00037",25/08/2024,MK
INV02628,C01063,"P00455,P00533,P00512",09/03/2025,TKO
INV02629,C00345,"P00155,P00540",06/12/2025,ST
INV02630,C00913,"P00359,P00062,P00160,P00044",08/09/2025,MK
INV02631,C01418,"P00047,P00092,P00216,P00383",25/09/2025,CYB
INV02632,C01314,"P00087,P00236,P00078,P00350,P00206",18/06/2024,MK
INV02633,C01494,"P00383,P00480,P00270,P00216",20/07/2024,MK
INV02634,C01443,"P00516,P00402,P00101",04/03/2025,CYB
INV02635,C01458,"P00101,P00355,P00427,P00072",04/09/2024,TKO
INV02636,C00076,"P00383,P00480,P00270,P00216",23/05/2025,TKO
INV02637,C01304,"P00069,P00280,P00312,P00479,P00403",10/01/2025,ST
INV02638,C01146,"P00152,P00368,P00391,P00278",18/10/2024,TKO
INV02639,C00171,"P00438,P00269,P00264",06/01/2024,ST
INV02640,C00237,"P00474,P00244,P00014,P00059",21/09/2024,CYB
INV02641,C00690,P00073,04/03/2025,ST
INV02642,C00608,"P00383,P00480,P00270,P00216,P00515,P00527",07/02/2024,CYB
INV02643,C01045,"P00383,P00480,P00270,P00216,P00295,P00291",19/08/2025,CYB
INV02644,C01212,"P00105,P00259,P00403,P00008,P00309",19/04/2024,CYB
INV02645,C00935,"P00383,P00480,P00270,P00216,P00132,P00527",19/05/2025,MK
INV02646,C00995,"P00288,P00308,P00007,P00074",14/03/2025,MK
INV02647,C01409,"P00493,P00507",22/09/2024,ST
INV02648,C00377,"P00383,P00480,P00270,P00216,P00539,P00472",23/04/2025,TKO
INV02649,C00043,"P00194,P00466,P00508",18/03/2025,CYB
INV02650,C00894,"P00005,P00241",11/04/2024,MK
INV02651,C00482,"P00534,P00470,P00399,P00289",01/04/2025,ST
INV02652,C00184,"P00040,P00289",25/09/2024,CYB
INV02653,C00217,"P00090,P00264,P00023",04/08/2025,CYB
INV02654,C00561,"P00424,P00004",28/04/2024,CYB
INV02655,C00636,"P00383,P00480,P00270,P00216,P00101",24/07/2024,MK
INV02656,C00655,"P00230,P00440,P00358",03/11/2025,CYB
INV02657,C01488,"P00507,P00058",05/09/2024,MK
INV02658,C00344,"P00296,P00340,P00344,P00409",13/12/2025,ST
INV02659,C00622,"P00130,P00063",17/08/2025,MK
INV02660,C00967,P00365,17/08/2024,MK
INV02661,C00572,"P00210,P00100,P00007,P00322,P00381",04/07/2024,MK
INV02662,C01333,P00520,27/06/2025,MK
INV02663,C01251,"P00096,P00122,P00451,P00038,P00075",08/03/2024,MK
INV02664,C01254,"P00272,P00063,P00411,P00319,P00499",16/05/2024,ST
INV02665,C00978,"P00383,P00480,P00270,P00216,P00073",28/02/2024,MK
INV02666,C00950,"P00009,P00141,P00298,P00332",19/07/2024,MK
INV02667,C00148,P00118,21/06/2024,MK
INV02668,C00949,"P00282,P00212",04/06/2025,CYB
INV02669,C00504,"P00279,P00356,P00097,P00520",22/09/2025,CYB
INV02670,C01063,"P00383,P00480,P00270,P00216,P00353",05/10/2024,CYB
INV02671,C00253,"P00298,P00532,P00342",08/05/2024,MK
INV02672,C00699,"P00383,P00480,P00270,P00216",02/11/2025,CYB
INV02673,C01169,"P00351,P00545,P00104",10/05/2024,CYB
INV02674,C00622,"P00183,P00510,P00391,P00311,P00500",28/07/2024,TKO
INV02675,C00953,"P00287,P00245,P00378,P00105,P00266",23/07/2025,MK
INV02676,C00612,"P00511,P00207,P00454,P00375",11/10/2025,ST
INV02677,C01301,P00085,22/01/2025,MK
INV02678,C00575,"P00383,P00480,P00270,P00216",12/05/2024,MK
INV02679,C01409,P00306,12/02/2025,MK
INV02680,C01277,"P00519,P00027,P00050,P00481",15/02/2025,TKO
INV02681,C00080,"P00121,P00003,P00451,P00241",14/08/2024,MK
INV02682,C00714,"P00423,P00534,P00316",18/04/2024,ST
INV02683,C01327,"P00159,P00020",26/03/2025,CYB
INV02684,C00352,"P00467,P00092",01/09/2024,MK
INV02685,C00207,"P00383,P00480,P00270,P00216,P00160",14/01/2024,MK
INV02686,C00438,"P00473,P00048,P00369,P00463,P00184",06/02/2024,TKO
INV02687,C00370,P00168,14/02/2025,ST
INV02688,C00139,"P00383,P00480,P00270,P00216",13/10/2024,TKO
INV02689,C00367,"P00150,P00263",31/07/2024,MK
INV02690,C00848,"P00013,P00414,P00142",13/05/2025,CYB
INV02691,C00940,"P00424,P00383,P00304",14/10/2025,ST
INV02692,C01116,"P00536,P00350,P00278",04/08/2024,CYB
INV02693,C01448,"P00383,P00480,P00270,P00216,P00436",20/06/2024,ST
INV02694,C00485,"P00161,P00372",16/12/2025,ST
INV02695,C00920,"P00060,P00026,P00233,P00442",06/09/2024,CYB
INV02696,C00068,"P00383,P00480,P00270,P00216,P00260",23/02/2024,MK
INV02697,C00808,"P00383,P00480,P00270,P00216",14/09/2025,MK
INV02698,C00912,"P00460,P00539",14/02/2024,CYB
INV02699,C00154,"P00173,P00046,P00197,P00092,P00123",22/01/2024,CYB
INV02700,C00271,P00449,14/08/2025,ST
INV02701,C00667,"P00491,P00025,P00183",27/06/2025,ST
INV02702,C00166,"P00446,P00092,P00162",12/02/2025,CYB
INV02703,C00351,P00104,25/07/2024,CYB
INV02704,C00718,"P00047,P00137",16/02/2025,MK
INV02705,C01168,"P00478,P00203,P00332,P00397,P00339",02/02/2024,MK
INV02706,C01428,"P00383,P00480,P00270,P00216,P00260",04/09/2024,CYB
INV02707,C00299,P00127,02/09/2025,ST
INV02708,C00533,"P00539,P00325,P00354,P00067",02/08/2024,MK
INV02709,C01129,P00485,07/08/2024,MK
INV02710,C01185,"P00383,P00480,P00270,P00216,P00263",30/03/2024,CYB
INV02711,C01469,"P00495,P00223,P00248,P00317",25/06/2025,ST
INV02712,C01262,"P00429,P00169,P00378",06/03/2024,TKO
INV02713,C01489,"P00383,P00480,P00270,P00216",24/06/2024,ST
INV02714,C00681,"P00261,P00467,P00370,P00499",27/02/2025,TKO
INV02715,C00458,"P00128,P00236,P00083",10/11/2025,MK
INV02716,C00064,"P00138,P00202",09/10/2025,MK
INV02717,C01174,"P00275,P00068,P00459",08/06/2024,CYB
INV02718,C00160,"P00002,P00125,P00479",24/12/2024,CYB
INV02719,C01010,"P00383,P00480,P00270,P00216",10/12/2024,TKO
INV02720,C00208,"P00357,P00054,P00453,P00145",31/01/2024,MK
INV02721,C00539,P00430,29/04/2024,CYB
INV02722,C01371,"P00383,P00480,P00270,P00216,P00034",20/06/2025,MK
INV02723,C00322,P00032,10/08/2025,ST
INV02724,C01200,P00485,14/02/2024,MK
INV02725,C00945,"P00383,P00480,P00270,P00216,P00361,P00200",28/09/2024,MK
INV02726,C00898,"P00413,P00336",28/04/2025,CYB
INV02727,C00517,"P00065,P00182,P00259,P00362,P00493",04/08/2025,CYB
INV02728,C00916,"P00383,P00480,P00270,P00216,P00241,P00145",25/01/2024,TKO
INV02729,C00174,"P00162,P00414,P00523",04/07/2025,MK
INV02730,C01229,P00387,18/04/2024,CYB
INV02731,C01076,"P00383,P00480,P00270,P00216,P00393",20/04/2024,CYB
INV02732,C01504,"P00209,P00316,P00375,P00461",01/04/2025,MK
INV02733,C01389,"P00043,P00484,P00363,P00481,P00341",17/03/2025,MK
INV02734,C00026,"P00173,P00479,P00106,P00546",05/12/2024,MK
INV02735,C01398,"P00383,P00480,P00270,P00216",01/09/2024,MK
INV02736,C00571,"P00383,P00480,P00270,P00216,P00200",05/02/2025,ST
INV02737,C00418,"P00383,P00480,P00270,P00216,P00385",13/08/2024,CYB
INV02738,C00198,P00077,10/02/2024,CYB
INV02739,C00998,"P00255,P00183",16/12/2024,MK
INV02740,C00530,"P00270,P00296,P00190,P00483",14/08/2025,MK
INV02741,C00472,"P00440,P00076,P00062,P00136",01/04/2025,CYB
INV02742,C00338,"P00192,P00496",11/05/2025,CYB
INV02743,C00369,P00199,11/02/2025,MK
INV02744,C01049,P00223,21/07/2025,ST
INV02745,C01237,"P00066,P00382",13/01/2025,CYB
INV02746,C01341,"P00383,P00480,P00270,P00216,P00032",06/08/2024,MK
INV02747,C01056,"P00524,P00530,P00539",02/09/2024,CYB
INV02748,C00921,"P00383,P00480,P00270,P00216,P00188,P00031",30/10/2025,MK
INV02749,C00504,"P00383,P00480,P00270,P00216",20/12/2025,MK
INV02750,C00887,"P00383,P00480,P00270,P00216,P00238,P00370",20/09/2024,MK
INV02751,C00072,P00316,24/08/2025,TKO
INV02752,C00152,"P00474,P00186,P00528,P00274,P00488",08/02/2024,MK
INV02753,C01423,"P00515,P00132,P00442,P00025",29/08/2025,CYB
INV02754,C01056,"P00380,P00472,P00018,P00471",21/11/2025,CYB
INV02755,C00149,"P00136,P00284,P00540,P00222",14/05/2025,CYB
INV02756,C00166,"P00085,P00067,P00271,P00471",12/05/2024,MK
INV02757,C01207,"P00383,P00480,P00270,P00216,P00156",17/09/2024,MK
INV02758,C01365,"P00252,P00276,P00031,P00357,P00106",23/02/2025,CYB
INV02759,C00718,"P00381,P00086,P00508,P00178,P00150",07/12/2024,MK
INV02760,C01039,"P00376,P00402,P00528,P00117,P00432",14/10/2025,CYB
INV02761,C00872,"P00356,P00149",07/07/2025,TKO
INV02762,C00555,"P00383,P00480,P00270,P00216",15/10/2025,TKO
INV02763,C00566,"P00451,P00113,P00303,P00046,P00347",27/07/2024,TKO
INV02764,C01499,"P00499,P00406,P00525",15/02/2024,MK
INV02765,C00328,"P00338,P00165,P00366",04/01/2025,MK
INV02766,C01374,"P00384,P00031,P00050",20/01/2024,ST
INV02767,C00332,"P00110,P00369",07/10/2024,CYB
INV02768,C00574,"P00055,P00364",29/04/2025,ST
INV02769,C00401,"P00522,P00357,P00447,P00052",06/01/2025,CYB
INV02770,C00650,"P00439,P00272,P00549,P00283",15/05/2025,CYB
INV02771,C00151,"P00342,P00292,P00219",03/12/2024,MK
INV02772,C00951,"P00383,P00480,P00270,P00216",15/05/2024,MK
INV02773,C00247,"P00383,P00480,P00270,P00216,P00450,P00195",24/07/2025,TKO
INV02774,C00989,"P00515,P00382,P00371",09/01/2024,CYB
INV02775,C00927,"P00301,P00188,P00210",22/10/2024,CYB
INV02776,C01459,"P00383,P00480,P00270,P00216",29/05/2024,MK
INV02777,C01430,"P00501,P00284,P00544",13/07/2024,MK
INV02778,C00663,"P00077,P00078,P00408,P00049",21/11/2025,ST
INV02779,C00393,"P00349,P00324",08/08/2024,MK
INV02780,C01032,P00511,05/11/2025,CYB
INV02781,C01506,"P00017,P00356,P00203",24/07/2025,CYB
INV02782,C00451,"P00383,P00480,P00270,P00216",10/09/2025,MK
INV02783,C01098,P00127,27/06/2024,CYB
INV02784,C00927,"P00027,P00434,P00234",02/05/2024,MK
INV02785,C00173,P00234,20/01/2025,CYB
INV02786,C00084,"P00018,P00364,P00298,P00189",07/11/2024,MK
INV02787,C00980,"P00227,P00036",13/02/2025,TKO
INV02788,C00644,"P00383,P00480,P00270,P00216,P00013,P00158",29/06/2025,CYB
INV02789,C01157,"P00416,P00009,P00284,P00479,P00511",03/09/2025,MK
INV02790,C01415,"P00213,P00184",24/09/2024,CYB
INV02791,C00354,"P00323,P00408",05/04/2024,CYB
INV02792,C01243,"P00129,P00274,P00281,P00084,P00298",21/11/2024,CYB
INV02793,C01427,P00420,26/08/2024,MK
INV02794,C00820,"P00348,P00097,P00005,P00426,P00109",09/03/2024,MK
INV02795,C00099,"P00200,P00119,P00520,P00187",27/04/2025,CYB
INV02796,C00652,"P00412,P00297,P00252,P00062",09/04/2024,CYB
INV02797,C00264,"P00105,P00534,P00525,P00118",26/11/2024,MK
INV02798,C00696,"P00293,P00165,P00118",22/05/2024,ST
INV02799,C01390,"P00439,P00283,P00211,P00210,P00250",14/07/2025,CYB
INV02800,C01379,"P00399,P00419,P00501",14/02/2024,TKO
INV02801,C01498,"P00469,P00473,P00546,P00056,P00129",29/05/2024,CYB
INV02802,C00684,"P00201,P00544,P00161,P00203,P00406",17/05/2025,MK
INV02803,C00068,"P00492,P00078,P00374",14/12/2024,MK
INV02804,C01425,"P00476,P00198,P00491,P00208",08/12/2025,MK
INV02805,C01171,"P00123,P00429,P00045,P00285,P00452",04/11/2024,CYB
INV02806,C00766,"P00488,P00476,P00167,P00328",28/03/2025,TKO
INV02807,C00746,"P00268,P00090,P00034",19/01/2025,CYB
INV02808,C01374,"P00445,P00530,P00433,P00093",27/03/2024,MK
INV02809,C01169,"P00383,P00480,P00270,P00216,P00507",10/09/2025,ST
INV02810,C01446,"P00549,P00395,P00200",12/06/2025,MK
INV02811,C00525,"P00219,P00433",21/06/2024,MK
INV02812,C00775,"P00200,P00260,P00492",13/05/2024,ST
INV02813,C00478,"P00383,P00480,P00270,P00216,P00043",01/04/2024,ST
INV02814,C01496,"P00383,P00480,P00270,P00216",19/06/2025,TKO
INV02815,C01095,"P00403,P00046,P00065,P00022,P00303",18/10/2024,TKO
INV02816,C00232,"P00383,P00480,P00270,P00216,P00404",22/07/2024,MK
INV02817,C00207,"P00152,P00188,P00025,P00095",23/01/2025,CYB
INV02818,C00221,"P00101,P00521,P00403",09/01/2025,MK
INV02819,C01262,"P00383,P00480,P00270,P00216,P00481,P00441",10/03/2024,MK
INV02820,C01188,"P00063,P00453,P00038,P00313,P00281",19/01/2025,ST
INV02821,C01269,"P00383,P00480,P00270,P00216",06/01/2025,CYB
INV02822,C00796,"P00380,P00234,P00156,P00098",09/04/2024,ST
INV02823,C00802,"P00304,P00136,P00033",11/04/2025,MK
INV02824,C00182,"P00383,P00480,P00270,P00216",22/11/2025,CYB
INV02825,C00216,"P00383,P00480,P00270,P00216",11/12/2024,MK
INV02826,C01086,"P00524,P00391,P00476,P00063,P00034",08/05/2025,CYB
INV02827,C00215,"P00123,P00307,P00185",17/09/2024,MK
INV02828,C01276,"P00383,P00480,P00270,P00216,P00419,P00413",19/04/2025,MK
INV02829,C00162,"P00515,P00193,P00464,P00179,P00240",16/04/2024,TKO
INV02830,C00392,"P00062,P00033",08/02/2025,ST
INV02831,C00180,"P00383,P00480,P00270,P00216,P00165",28/01/2025,CYB
INV02832,C00193,"P00010,P00321,P00122",15/11/2024,ST
INV02833,C00232,"P00383,P00480,P00270,P00216",26/12/2025,TKO
INV02834,C00090,"P00383,P00480,P00270,P00216,P00334",11/04/2024,MK
